"Contract_ID","Product_ID","Start_Date","End_Date","First_Claim_Date","Last_Claim_Date","Claim_Count","Claim_Amount","Premium","Coverage","Discount_Rate","Future_Cash_Flow","CSM"
"652569ba-44e5-4fbb-9784-7d40f6ae9eed","1893","2023-09-01","2029-05-19",,,,,15740.64,35261.61,0.04,35261.61,1410.46440000
a494e1cd-5476-49ee-91bf-e018c2d5ccf8,"1239","2023-02-28","2024-10-03",,,,,6387.84,66927.19,0.02,66927.19,1338.54380000
a0118a5f-5849-4f86-993a-c8c739b281b1,"1116","2023-01-30","2029-06-12",,,,,5289.51,96696.82,0.02,96696.82,1933.93640000
ba57b0f7-5b74-4aea-b19d-fcb8f9b7fb97,"1809","2023-07-27","2027-03-23",,,,,19819.27,96827.05,0.04,96827.05,3873.08200000
"4f9d0227-16cc-49e3-9065-901c16472e65","1627","2023-08-07","2024-05-12",,,,,15825.31,57152.38,0.03,57152.38,1714.57140000
d3ceaac9-ccfd-472a-9062-1467fc1beac2,"1786","2023-04-01","2027-09-08",,,,,14792.20,59371.04,0.02,59371.04,1187.42080000
"60bf05c9-dbd9-458e-8819-a69d732f6a3b","1896","2023-09-08","2027-04-18",,,,,8977.32,45874.67,0.01,45874.67,458.74670000
"803b8fcc-9107-4991-add3-3487aec57a7c","1388","2023-07-12","2026-08-04",,,,,18488.03,99009.56,0.04,99009.56,3960.38240000
"2d9039c7-b88d-4f7c-9168-27135c8a7ea1","1118","2023-05-09","2027-05-08",,,,,14490.92,82863.17,0.01,82863.17,828.63170000
"56e3c34d-0f99-4a64-a587-7d17c95d5a50","1224","2023-11-25","2028-07-18",,,,,15974.97,72082.47,0.04,72082.47,2883.29880000
"02ce1f6c-c172-40d1-9e9d-363a8ae3f57d","1323","2023-09-24","2024-11-03",,,,,6267.69,77141.90,0.03,77141.90,2314.25700000
e5290005-b0b7-4e4e-953e-1537d0124380,"1594","2022-12-09","2026-08-02",,,,,17579.24,54205.57,0.04,54205.57,2168.22280000
"7de28748-d824-4fc7-8276-e9d3e4f95c43","1753","2023-08-07","2029-07-25",,,,,7617.68,98809.76,0.02,98809.76,1976.19520000
"0c9c142d-fc95-4568-8d39-c887accda071","1804","2023-10-18","2027-11-28",,,,,14045.56,62655.19,0.04,62655.19,2506.20760000
"2cfda1cb-2cf0-4bb4-a8a1-77577de413ad","1168","2023-10-21","2028-05-12",,,,,13072.07,65775.43,0.01,65775.43,657.75430000
ebfc63f4-bd09-40d8-9902-5749ca6d4895,"1389","2023-05-29","2024-06-03",,,,,11115.25,44477.41,0.04,44477.41,1779.09640000
"7470d7bc-b72f-4259-adb5-87d2888eefed","1978","2023-08-06","2023-10-18",,,,,5364.59,53101.18,0.03,53101.18,1593.03540000
"4bb61caa-5d4e-4bac-8d4f-68685db49e77","1496","2023-07-01","2029-09-14",,,,,15504.69,95735.17,0.05,95735.17,4786.75850000
bd940946-1695-4c9f-bfea-b1f893016b74,"1771","2023-10-07","2024-09-25",,,,,13852.39,88849.98,0.04,88849.98,3553.99920000
bdbb8dbb-b2fd-44cc-92c5-18b639215086,"1536","2023-09-27","2025-02-01",,,,,6270.24,48777.63,0.05,48777.63,2438.88150000
"4119bf9b-a316-4d6b-a75e-b20373ffaf6d","1046","2023-04-04","2028-04-10",,,,,18288.71,60417.27,0.04,60417.27,2416.69080000
"874cc27c-e4ea-4969-bc45-b9fa99f48551","1167","2023-08-27","2023-11-10",,,,,14369.09,27992.65,0.01,27992.65,279.92650000
"25ea31c9-0bb0-42dd-83ae-b728174f1be8","1671","2023-08-11","2026-07-11",,,,,11918.54,79170.89,0.03,79170.89,2375.12670000
d49ccb78-bc66-4636-80ba-c198d2816c1a,"1355","2023-03-15","2025-12-07",,,,,15302.24,89224.72,0.01,89224.72,892.24720000
"9a23b2d0-789d-4d3a-9f58-51f1f1eb70a8","1385","2023-01-13","2027-03-17",,,,,12454.41,65065.99,0.03,65065.99,1951.97970000
"6738b935-e6b7-4607-9234-ef57cfd29c9c","1073","2023-02-20","2026-11-15",,,,,16308.84,73916.36,0.03,73916.36,2217.49080000
"26cbfb6b-8ffc-4793-92d0-8fd3f0272a11","1538","2023-05-22","2028-06-19",,,,,6402.50,27591.43,0.04,27591.43,1103.65720000
"0e7afaf9-15c5-4aba-98f9-fa160095fb3e","1798","2023-04-19","2026-04-17",,,,,13764.78,59476.31,0.04,59476.31,2379.05240000
"308bdc05-c679-45e0-ac5b-b5836838f47c","1718","2023-05-27","2025-02-18",,,,,18516.18,59984.50,0.03,59984.50,1799.53500000
ef800f20-ffa5-4b9c-9936-c183f0185bdf,"1670","2023-03-01","2029-06-25",,,,,15863.22,69717.05,0.04,69717.05,2788.68200000
e69e96c9-503e-4abd-8548-a0adb1841488,"1857","2023-10-06","2024-09-20",,,,,5528.58,87484.39,0.04,87484.39,3499.37560000
"90db98df-cd29-4247-a9f6-af8d3460b00e","1806","2023-05-05","2029-03-27",,,,,16035.55,37240.37,0.03,37240.37,1117.21110000
"07193c62-08d0-414d-ae04-27f6ac9713bb","1018","2023-04-23","2028-11-29",,,,,13804.78,63036.61,0.03,63036.61,1891.09830000
"1e5cc1e8-96da-4ad4-a698-a7958abefdf8","1566","2023-09-24","2029-04-08",,,,,19056.97,78790.41,0.04,78790.41,3151.61640000
d781e985-290a-404e-91fb-f79921e34f7c,"1604","2023-01-18","2024-02-21",,,,,11660.11,48726.79,0.04,48726.79,1949.07160000
eed1fb87-2de8-4902-b340-25c50973f90c,"1528","2023-08-25","2025-08-02",,,,,12830.92,62937.84,0.02,62937.84,1258.75680000
"2022b69f-21e5-4c93-88ed-cbf2a1328bce","1264","2022-12-02","2027-09-14",,,,,12679.01,78671.95,0.02,78671.95,1573.43900000
"78eee7d8-51a0-4180-b6fe-438237752370","1982","2023-11-29","2025-12-06",,,,,9199.15,93500.13,0.03,93500.13,2805.00390000
d9f2a151-32c4-4fe2-be2c-8bb676ed2c92,"1667","2023-07-13","2027-01-24",,,,,10239.87,39759.40,0.03,39759.40,1192.78200000
f5139cff-88be-4bd1-97f4-59da3bf3046c,"1045","2023-05-05","2028-04-19",,,,,15447.94,43952.72,0.04,43952.72,1758.10880000
c91c6c68-ad60-469c-92cd-451e8d1c2d5e,"1719","2023-10-05","2025-10-04",,,,,18094.78,46017.70,0.04,46017.70,1840.70800000
"9e95846b-c5dd-4704-997c-1ec3ca0d685c","1612","2023-02-13","2027-07-24",,,,,16027.35,70286.06,0.02,70286.06,1405.72120000
c556a3b5-9261-45cc-a225-8271c25f52c8,"1016","2023-05-09","2027-09-28",,,,,19979.87,65621.47,0.03,65621.47,1968.64410000
a1002200-9e26-40f6-b0c1-2781ec4f121d,"1078","2023-05-20","2025-10-10",,,,,16296.91,40112.42,0.02,40112.42,802.24840000
"2ea0d998-b65d-4e47-9cfa-dafc3a1fcb3d","1418","2023-03-29","2025-10-10",,,,,13981.60,23064.71,0.05,23064.71,1153.23550000
d8e0f2c1-4661-4ee9-8a1d-a16c9b4aeed8,"1528","2022-12-19","2026-07-24",,,,,10410.75,21555.22,0.04,21555.22,862.20880000
"20c5d3e5-7aee-447f-b08f-5e3e0f99045a","1190","2023-06-25","2024-08-02",,,,,13576.87,64504.91,0.03,64504.91,1935.14730000
c270537d-de27-4af1-a34b-ce070c0b0e4f,"1709","2023-04-22","2028-07-06",,,,,8189.23,58710.24,0.03,58710.24,1761.30720000
"18a439b2-9d3a-491d-a3c6-f7a8f0f502f7","1337","2023-01-18","2026-06-12",,,,,7811.11,42855.93,0.02,42855.93,857.11860000
"03686eda-d3bd-4898-8c70-077edeceeeb5","1361","2023-04-23","2028-03-05",,,,,9825.55,59937.00,0.04,59937.00,2397.48000000
"8d08a0d4-5bf5-4846-8440-4a3f6c560f57","1614","2023-06-27","2023-11-20",,,,,19612.34,62276.60,0.03,62276.60,1868.29800000
b4c08ed7-db2f-4745-920b-9a0958f95806,"1704","2023-10-18","2026-09-18",,,,,19919.58,50985.68,0.03,50985.68,1529.57040000
"6047604b-84ee-4e64-9e1e-82096684b763","1777","2023-11-10","2027-09-23",,,,,19872.37,80126.47,0.04,80126.47,3205.05880000
bb544209-bb9e-4b22-9b36-9d598773a05b,"1568","2023-03-28","2024-06-06",,,,,10477.85,43934.47,0.05,43934.47,2196.72350000
"3294c251-ab20-4cfe-881b-f6b344a164bd","1422","2023-11-08","2027-11-17",,,,,17072.87,57532.91,0.03,57532.91,1725.98730000
af5c002f-81d2-4d98-9bc8-e125e4df30d3,"1649","2023-09-28","2023-11-08",,,,,15812.43,82516.16,0.03,82516.16,2475.48480000
b1c4bf6c-d68f-4a68-86c0-352bbf47c82d,"1886","2023-11-18","2028-09-23",,,,,9309.96,47574.29,0.05,47574.29,2378.71450000
b4664564-0560-4839-b8e7-bed4f979705d,"1463","2023-10-30","2026-02-14",,,,,11451.24,87485.45,0.02,87485.45,1749.70900000
"46efad77-10c8-4e6d-8538-9508c4773467","1620","2023-07-28","2027-03-20",,,,,16241.73,44048.55,0.03,44048.55,1321.45650000
"5f87e3ed-3eed-4ced-9f08-c802d49e2f1b","1370","2023-01-31","2025-08-26",,,,,16409.73,20228.36,0.03,20228.36,606.85080000
ba942e6b-4448-4d6b-b8c9-6789fd8bd4ac,"1704","2023-10-07","2027-11-12",,,,,16924.23,78031.02,0.03,78031.02,2340.93060000
"00f3a54f-2f70-4b25-9007-95d6303aa8b5","1796","2023-02-20","2027-05-14",,,,,19152.98,24637.05,0.04,24637.05,985.48200000
c18a046d-8480-4ec8-a612-27bd65dc4804,"1459","2023-09-01","2023-09-26",,,,,10548.86,34330.81,0.03,34330.81,1029.92430000
ec077f1b-9a86-45a8-838a-285d7f872559,"1883","2023-04-14","2024-12-10",,,,,16976.81,66838.71,0.05,66838.71,3341.93550000
"73e910f8-bcc6-45d9-9c58-f433099974b9","1886","2023-02-25","2023-05-15",,,,,9405.65,91162.52,0.02,91162.52,1823.25040000
"107f1793-3c5c-43d8-99c8-d2021d4a72a8","1477","2023-08-13","2026-11-01",,,,,11464.33,85534.26,0.02,85534.26,1710.68520000
c9b16869-c3c5-448b-b5f3-00db65f6b014,"1974","2023-01-31","2027-07-08",,,,,19232.91,83692.22,0.01,83692.22,836.92220000
f386a766-98e6-4a65-b146-b7ce44eb8de3,"1319","2023-01-20","2023-02-04",,,,,5300.22,81214.07,0.04,81214.07,3248.56280000
"13e6cc40-098e-4583-8425-bbd0a12cb1d6","1866","2023-04-17","2029-05-28",,,,,18906.94,73599.78,0.04,73599.78,2943.99120000
"82e3ada9-a97d-401b-ae53-aeec2d6a2e28","1267","2023-03-08","2023-06-29",,,,,11820.62,24851.22,0.03,24851.22,745.53660000
"2f7adb2c-a547-4b28-b956-c6a53646690a","1220","2023-07-16","2029-06-24",,,,,16427.13,40753.19,0.02,40753.19,815.06380000
"9f6dd79f-e75a-4a2f-8fc6-d6016ffb5e1e","1299","2022-12-18","2029-08-03",,,,,19323.85,40486.09,0.02,40486.09,809.72180000
"9b7951bc-4f44-409d-a583-37aaee6ccb42","1366","2023-04-19","2025-05-18",,,,,18444.67,98695.91,0.05,98695.91,4934.79550000
"973225f1-45bc-441a-b6ee-4f16a6ee5712","1306","2023-04-07","2027-03-05",,,,,15942.64,69153.73,0.02,69153.73,1383.07460000
d60fc0b5-82e2-4573-9518-41e0a09bd18b,"1069","2023-06-28","2028-01-18",,,,,15712.02,64323.98,0.01,64323.98,643.23980000
"6a74886c-9c16-45f3-9875-665eeebb136e","1099","2023-05-23","2025-05-30",,,,,12008.31,53388.36,0.02,53388.36,1067.76720000
bd3f776d-7a9c-42b6-a893-efc137c2f4b8,"1334","2023-06-29","2025-03-05",,,,,15701.95,92494.22,0.02,92494.22,1849.88440000
bdccb214-4b66-41b3-8087-60d4a8a751eb,"1628","2023-04-21","2028-08-01",,,,,11183.27,47359.03,0.05,47359.03,2367.95150000
a6b89d2b-de0b-492f-85f7-fb779a636353,"1458","2023-03-19","2023-07-02",,,,,5487.14,99962.58,0.02,99962.58,1999.25160000
"6f681f0b-2005-4f0c-9f9c-ce9a51d5e48d","1690","2023-04-05","2024-02-12",,,,,14651.06,48019.25,0.05,48019.25,2400.96250000
"7146abc6-b9e9-431a-bc38-1ea1fd9c3591","1726","2023-07-18","2024-07-09",,,,,5099.56,23746.27,0.05,23746.27,1187.31350000
b61b441f-4e84-45ac-8fb1-0225c903c375,"1761","2023-02-12","2023-03-27",,,,,14671.13,94798.75,0.02,94798.75,1895.97500000
c47d9c3b-c12b-4e76-a26b-2867b747b77b,"1011","2023-11-27","2025-11-04",,,,,17969.34,31150.84,0.02,31150.84,623.01680000
"30d93e00-cfc5-4915-8c4f-3788411a4162","1029","2023-10-10","2027-06-18",,,,,15800.90,36531.31,0.03,36531.31,1095.93930000
"253aa7ea-1a72-44d6-9045-a8d6153dac06","1541","2023-05-01","2027-03-30",,,,,12549.22,87259.97,0.02,87259.97,1745.19940000
f24cbd24-59f7-4a4e-af5c-0478d6e33c42,"1882","2023-04-01","2029-02-18",,,,,14843.25,40745.09,0.04,40745.09,1629.80360000
eb0aa207-9416-4db0-82b8-ce84fd56a534,"1168","2023-09-01","2024-03-14",,,,,18902.00,51517.06,0.04,51517.06,2060.68240000
"91e39e0b-b846-4faf-a9a6-713d053a26cc","1533","2023-03-07","2024-07-19",,,,,9778.16,25768.73,0.02,25768.73,515.37460000
e2ce6d43-a685-4ae7-a99a-bf3ea6b280c3,"1560","2023-09-22","2028-05-13",,,,,10724.64,54654.29,0.03,54654.29,1639.62870000
"14b7d071-5467-4741-865f-05fcca5336c0","1007","2023-06-27","2026-11-20",,,,,15510.71,41875.60,0.02,41875.60,837.51200000
"26766f0b-0cc7-41e4-b077-57cbe0ba7f18","1845","2023-06-05","2026-12-16",,,,,12289.44,93913.00,0.03,93913.00,2817.39000000
"68199d8e-ee78-42b3-ae70-2355f4bfebcb","1147","2023-08-04","2025-09-18",,,,,7965.12,82720.77,0.02,82720.77,1654.41540000
"35de1462-f631-43a8-997b-539163260adb","1353","2023-09-13","2027-09-19",,,,,17198.84,51635.13,0.03,51635.13,1549.05390000
cf0f8f0a-9750-478e-bbbb-cdaefffce7c3,"1773","2023-05-17","2026-08-28",,,,,15549.03,58764.68,0.03,58764.68,1762.94040000
"1506e80b-1414-4f24-9cc6-1c301eab02d7","1084","2023-06-09","2025-07-16",,,,,13550.00,93198.28,0.05,93198.28,4659.91400000
fafe0f57-2d2d-46f9-8e20-4a7dc7adb4d7,"1210","2023-10-13","2029-06-27",,,,,16524.89,32359.85,0.05,32359.85,1617.99250000
"67bb7d8f-8c64-4441-91d1-e59adf544e3f","1377","2023-06-30","2029-10-24",,,,,15224.01,65451.90,0.03,65451.90,1963.55700000
b7cedd29-3d82-4e35-8d19-cec9cc135a12,"1981","2023-04-25","2027-07-22",,,,,17954.26,61115.80,0.03,61115.80,1833.47400000
"506051c5-af43-467b-aa55-6cc20ad528f2","1625","2023-03-10","2025-07-03",,,,,12713.58,57411.10,0.04,57411.10,2296.44400000
"578c3cbc-5c49-4637-9ec2-637b577a6ddf","1814","2023-03-16","2024-10-19",,,,,18997.30,21290.39,0.05,21290.39,1064.51950000
d2e190fc-8b48-40b7-ac91-357575b3eeed,"1779","2023-01-13","2025-07-23",,,,,8206.88,79398.95,0.03,79398.95,2381.96850000
"457c3f60-83df-4f54-a916-3cfbdc83956b","1726","2023-11-05","2025-12-26",,,,,17898.28,40336.14,0.01,40336.14,403.36140000
"2b4ba0d6-7f97-4cf3-868c-8791a82a5ed6","1502","2022-12-26","2029-04-02",,,,,6352.61,49635.15,0.03,49635.15,1489.05450000
"23235201-7b04-4248-894f-ca5179a87df9","1092","2023-05-07","2028-05-17",,,,,17949.49,63423.13,0.04,63423.13,2536.92520000
ce1070f4-6c4e-4725-8cea-0a454e817e0a,"1327","2023-06-15","2024-05-11",,,,,19439.83,22578.84,0.05,22578.84,1128.94200000
bfa329de-dc4d-4d5c-a65b-2fd19d94157c,"1968","2023-08-19","2026-08-02",,,,,13227.80,91411.25,0.04,91411.25,3656.45000000
"684fb927-96d1-46b3-b7fe-c49e76ea0107","1425","2023-09-21","2027-09-13",,,,,9049.92,63446.56,0.05,63446.56,3172.32800000
a2b42843-ee76-4880-84b5-d7ae914d9df2,"1974","2023-10-04","2024-11-19",,,,,6034.24,57157.93,0.01,57157.93,571.57930000
eebfe381-87e2-4f4a-842d-6d6a8b0b6627,"1762","2022-12-12","2024-06-09",,,,,17367.95,52889.65,0.02,52889.65,1057.79300000
"15b83328-04c0-4717-9773-0dce09ca5467","1290","2022-12-05","2024-10-08",,,,,10522.05,28384.53,0.05,28384.53,1419.22650000
dab6f8bd-f0bf-4ffc-89cc-bbc6e2ea7ada,"1739","2023-05-28","2027-07-15",,,,,9400.91,81038.90,0.02,81038.90,1620.77800000
a0265cdb-57aa-43a8-bee2-bdc94cbd70ea,"1051","2023-03-05","2026-08-14",,,,,19285.94,41432.85,0.03,41432.85,1242.98550000
"955ac1f3-9705-498b-bc1a-12311d3cc334","1134","2023-09-30","2026-09-25",,,,,13449.90,32235.61,0.03,32235.61,967.06830000
e0ea8c37-37be-4b49-9187-c2e1589bca2d,"1815","2023-03-10","2023-08-10",,,,,11413.19,33008.62,0.03,33008.62,990.25860000
f94e96c2-6d20-40a1-baa6-e3c0ef7a5e08,"1695","2023-09-06","2026-12-04",,,,,10497.33,79223.61,0.05,79223.61,3961.18050000
a577620d-8ca2-4eff-8ffc-0e5b5d54970a,"1709","2023-04-12","2025-02-05",,,,,16746.06,33231.23,0.01,33231.23,332.31230000
"76e0d8a5-ab12-4943-81ce-125817057e82","1570","2023-08-22","2026-05-28",,,,,11390.47,27347.23,0.03,27347.23,820.41690000
a030fcdc-db63-4808-8227-fdb27807cda3,"1576","2023-04-26","2024-02-27",,,,,7933.76,26190.31,0.05,26190.31,1309.51550000
a1abcb19-0e06-4889-94d2-fcb097f3e11d,"1875","2023-02-13","2028-11-21",,,,,15868.73,30235.84,0.05,30235.84,1511.79200000
fa6fad5e-34fe-49db-97b6-3f014d27ea8c,"1802","2022-12-20","2027-09-22",,,,,7771.28,66115.00,0.01,66115.00,661.15000000
c2a5577e-88d3-46e1-8161-e28b39066397,"1456","2023-07-08","2025-06-08",,,,,9366.89,73040.54,0.04,73040.54,2921.62160000
"81ced049-8b6d-4983-9898-8a0bf753ea69","1532","2022-12-24","2024-04-08",,,,,7098.65,81478.36,0.05,81478.36,4073.91800000
"8c8a30d6-6fbf-4d06-bef2-f68e0f5def2e","1571","2023-09-14","2025-09-22",,,,,17489.13,39677.60,0.04,39677.60,1587.10400000
"337ead4a-9e74-4574-9d42-5276381a96d5","1058","2023-08-03","2026-02-10",,,,,11738.96,26967.17,0.02,26967.17,539.34340000
"77730b02-0e7d-49f7-bc53-a9fb93be9f60","1038","2023-09-05","2024-01-30",,,,,14868.28,79997.68,0.03,79997.68,2399.93040000
a5ed593a-9082-4a05-8e2e-21e925ffba31,"1519","2023-07-16","2029-08-29",,,,,6692.94,73038.04,0.04,73038.04,2921.52160000
e30c78a5-91bb-4a30-80f6-4a0a80447f5d,"1024","2022-12-30","2024-04-24",,,,,6318.21,72895.38,0.02,72895.38,1457.90760000
"3858c472-8881-430c-a5f8-aed4bf69f04a","1310","2023-06-10","2024-06-08",,,,,13989.66,77806.64,0.02,77806.64,1556.13280000
a493c7e0-1bac-45d3-ba32-3c5bbc9f407b,"1494","2022-12-12","2027-10-14",,,,,13523.20,95468.63,0.03,95468.63,2864.05890000
a8a3c7db-2392-4619-85fe-1ff92d60b58e,"1421","2023-10-21","2024-02-26",,,,,17037.14,52864.82,0.04,52864.82,2114.59280000
c19aaae5-341a-472a-bc1d-b0508d2d29b8,"1813","2023-03-08","2029-09-30",,,,,6540.80,45325.53,0.03,45325.53,1359.76590000
"38c5b826-b362-404c-91a3-6a491c041b39","1888","2023-07-10","2024-04-13",,,,,12436.99,61595.93,0.04,61595.93,2463.83720000
"44c22d33-96f5-4c9d-9d31-4e406d1cdbf9","1018","2023-08-06","2026-08-26",,,,,8070.01,81080.31,0.02,81080.31,1621.60620000
"638521d1-2321-42d7-b9c9-292c1d39d5bd","1935","2023-05-07","2029-11-29",,,,,10941.47,93546.53,0.02,93546.53,1870.93060000
"9d212a26-2326-4e51-b4a5-96f5c7e3d7ef","1926","2023-01-09","2028-03-02",,,,,6288.48,74801.83,0.02,74801.83,1496.03660000
"82fc20cd-69ff-44fa-8d12-ccc495894a40","1998","2023-05-28","2029-11-18",,,,,17857.31,58444.94,0.02,58444.94,1168.89880000
"670fa261-f852-4083-bdb9-a8f6b16136bb","1163","2023-01-04","2025-10-01",,,,,11442.87,33335.00,0.02,33335.00,666.70000000
"9a5f115e-c114-453b-8b01-12b4b339f7fa","1108","2023-11-28","2027-11-25",,,,,16779.25,27540.76,0.02,27540.76,550.81520000
afeaaa95-06c8-4475-9c4d-3eb80e4ab542,"1754","2023-05-21","2028-01-07",,,,,18075.39,50844.33,0.05,50844.33,2542.21650000
"7d159baf-343f-4f8b-ac65-e014559c139f","1668","2023-05-20","2023-09-06",,,,,7589.92,45383.77,0.04,45383.77,1815.35080000
"664dc1e9-38c3-46d9-b6a7-5ec092ddb3ce","1733","2023-09-04","2028-08-28",,,,,17692.79,98649.07,0.02,98649.07,1972.98140000
"2268eae1-291b-4266-b84c-ad7cf894a537","1823","2023-06-17","2026-02-13",,,,,15621.44,51156.35,0.04,51156.35,2046.25400000
"731b7180-a9eb-4e11-aff7-671ce4861113","1638","2023-01-08","2026-07-17",,,,,5680.63,22085.59,0.04,22085.59,883.42360000
"78ea9713-cd84-4644-bc4c-4ce91ee6eda3","1266","2023-03-11","2027-03-30",,,,,14058.12,60155.04,0.05,60155.04,3007.75200000
b92eefeb-4ad9-4ed1-bb30-13e20831f837,"1809","2023-10-25","2026-07-08",,,,,11425.92,86393.89,0.03,86393.89,2591.81670000
"3f443156-2107-4b1e-a5e3-00bfcf75cd44","1935","2023-02-14","2027-05-02",,,,,18044.96,93285.28,0.02,93285.28,1865.70560000
"32ab1711-965e-427c-b141-206559c62e5d","1308","2023-03-23","2029-07-22",,,,,8112.62,95167.14,0.04,95167.14,3806.68560000
"54fb3565-8183-4454-8735-6794b6b4279a","1558","2023-05-04","2024-11-13",,,,,5960.71,42962.52,0.03,42962.52,1288.87560000
aaac0206-ee9a-4f2a-957c-29c6ddc930f0,"1200","2023-06-10","2026-11-21",,,,,12070.23,23673.07,0.03,23673.07,710.19210000
c4ebc826-d4de-415a-8e1e-de4c592d71c8,"1903","2023-01-10","2029-05-03",,,,,16136.75,37622.44,0.03,37622.44,1128.67320000
cfdaab0e-4f6c-4e58-a978-e31542786542,"1427","2023-01-21","2028-10-27",,,,,15290.42,62025.67,0.02,62025.67,1240.51340000
bfea9ac3-bda2-43f1-a706-ac3fdfb002fe,"1357","2023-07-19","2024-01-21",,,,,12577.16,85225.96,0.04,85225.96,3409.03840000
ddfc4f2b-53a6-4b1b-b170-098f8457c6e0,"1464","2023-11-22","2024-11-15",,,,,18628.12,51754.33,0.03,51754.33,1552.62990000
e5f0ec77-89a9-45cb-a60d-cc4d8e8d4e2e,"1245","2023-11-04","2028-12-29",,,,,7198.96,76267.93,0.02,76267.93,1525.35860000
"1c44447b-9763-4c71-8a4b-da727235f123","1636","2023-02-03","2026-08-29",,,,,7470.56,43721.15,0.01,43721.15,437.21150000
fe346606-9ba6-42f7-9da5-a53afd417ffc,"1453","2022-12-31","2028-04-09",,,,,11787.00,72736.92,0.02,72736.92,1454.73840000
"2656c1c5-05db-426f-b38d-2475b4a6ecf3","1874","2023-04-24","2024-07-15",,,,,14991.99,20453.30,0.04,20453.30,818.13200000
"51273dc0-65d8-4f31-81f7-826e7c0877cc","1852","2022-12-25","2027-12-29",,,,,13947.90,25337.82,0.03,25337.82,760.13460000
d1caf268-0cde-4ba1-ad8d-21997dcfe024,"1508","2022-12-29","2027-08-19",,,,,12500.54,62211.93,0.02,62211.93,1244.23860000
